Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original
2024,PRK,68,0,2,4,6,0.0,0.008130081300813009,738,0,FRA,8.0,0,999,52,1972,0,0,North Korea
1948,PUR,34,0,0,1,1,0.0,0.003205128205128205,312,0,GBR,0.0,1,999,0,1948,0,0,Puerto Rico
1976,PUR,37,0,0,1,1,0.0,0.0022522522522522522,444,0,CAN,28.0,0,999,28,1948,0,0,Puerto Rico
1984,PUR,30,0,1,1,2,0.0,0.0040650406504065045,492,0,USA,8.0,0,999,36,1948,0,0,Puerto Rico
1992,PUR,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,8.0,0,999,44,1948,0,0,Puerto Rico
1996,PUR,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,48,1948,0,0,Puerto Rico
2012,PUR,65,0,1,1,2,0.0,0.0029850746268656717,670,0,GBR,16.0,0,999,64,1948,0,0,Puerto Rico
2016,PUR,54,1,0,0,1,0.001466275659824047,0.001466275659824047,682,0,BRA,4.0,0,999,68,1948,0,0,Puerto Rico
2020,PUR,63,1,0,0,1,0.001314060446780552,0.001314060446780552,761,0,JPN,4.0,0,999,72,1948,0,0,Puerto Rico
2024,PUR,80,0,0,2,2,0.0,0.0027100271002710027,738,0,FRA,4.0,0,999,76,1948,0,0,Puerto Rico
1992,QAT,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,0.0,0,999,0,1992,0,0,Qatar
2000,QAT,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,8.0,0,999,8,1992,0,0,Qatar
2012,QAT,65,0,1,1,2,0.0,0.0029850746268656717,670,0,GBR,12.0,0,999,20,1992,0,0,Qatar
2016,QAT,69,0,1,0,1,0.0,0.001466275659824047,682,0,BRA,4.0,0,999,24,1992,0,0,Qatar
2020,QAT,41,2,0,1,3,0.002628120893561104,0.003942181340341655,761,0,JPN,4.0,0,999,28,1992,0,0,Qatar
2024,QAT,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,4.0,0,999,32,1992,0,0,Qatar
2020,ROC,5,20,28,23,71,0.026281208935611037,0.09329829172141918,761,0,JPN,0.0,0,999,0,2020,0,0,ROC
1924,ROU,23,0,0,1,1,0.0,0.003424657534246575,292,0,FRA,0.0,0,999,0,1924,0,0,Romania
1936,ROU,25,0,1,0,1,0.0,0.0033112582781456954,302,0,GER,12.0,0,999,12,1924,0,0,Romania
1952,ROU,23,1,1,2,4,0.0029585798816568047,0.011834319526627219,338,0,FIN,16.0,0,999,28,1924,0,0,Romania
1956,ROU,9,5,3,5,13,0.014619883040935672,0.038011695906432746,342,0,AUS,4.0,0,999,32,1924,0,0,Romania
1960,ROU,11,3,1,6,10,0.008823529411764706,0.029411764705882353,340,0,ITA,4.0,0,999,36,1924,0,0,Romania
1964,ROU,14,2,4,6,12,0.005405405405405406,0.032432432432432434,370,0,JPN,4.0,0,999,40,1924,0,0,Romania
1968,ROU,12,4,6,5,15,0.010362694300518135,0.038860103626943004,386,0,MEX,4.0,0,999,44,1924,0,0,Romania
1972,ROU,13,3,6,7,16,0.00683371298405467,0.03644646924829157,439,0,GER,4.0,0,999,48,1924,0,0,Romania
1976,ROU,9,4,9,14,27,0.009009009009009009,0.060810810810810814,444,0,CAN,4.0,0,999,52,1924,0,0,Romania
1980,ROU,7,6,6,13,25,0.013215859030837005,0.05506607929515418,454,0,RUS,4.0,0,999,56,1924,0,0,Romania
1984,ROU,2,20,16,17,53,0.04065040650406504,0.10772357723577236,492,0,USA,4.0,0,999,60,1924,0,0,Romania
1988,ROU,8,7,11,6,24,0.013257575757575758,0.045454545454545456,528,0,KOR,4.0,0,999,64,1924,0,0,Romania
1992,ROU,14,4,6,8,18,0.006980802792321117,0.031413612565445025,573,0,ESP,4.0,0,999,68,1924,0,0,Romania
1996,ROU,14,4,7,9,20,0.006622516556291391,0.033112582781456956,604,0,USA,4.0,0,999,72,1924,0,0,Romania
2000,ROU,11,11,6,9,26,0.01649175412293853,0.038980509745127435,667,0,AUS,4.0,0,999,76,1924,0,0,Romania
2004,ROU,14,8,5,6,19,0.01195814648729447,0.028400597907324365,669,0,GRE,4.0,0,999,80,1924,0,0,Romania
2008,ROU,18,4,1,4,9,0.005943536404160475,0.01337295690936107,673,0,CHN,4.0,0,999,84,1924,0,0,Romania
2012,ROU,31,2,4,1,7,0.0029850746268656717,0.010447761194029851,670,0,GBR,4.0,0,999,88,1924,0,0,Romania
2016,ROU,47,1,1,2,4,0.001466275659824047,0.005865102639296188,682,0,BRA,4.0,0,999,92,1924,0,0,Romania
2020,ROU,46,1,3,0,4,0.001314060446780552,0.005256241787122208,761,0,JPN,4.0,0,999,96,1924,0,0,Romania
2024,ROU,23,3,4,2,9,0.0040650406504065045,0.012195121951219513,738,0,FRA,4.0,0,999,100,1924,0,0,Romania
1908,RSA,14,1,1,0,2,0.003745318352059925,0.00749063670411985,267,0,GBR,0.0,0,999,0,1908,0,0,South Africa
1912,RSA,7,4,2,0,6,0.01694915254237288,0.025423728813559324,236,0,SWE,4.0,0,999,4,1908,0,0,South Africa
1920,RSA,11,3,4,3,10,0.008264462809917356,0.027548209366391185,363,0,BEL,8.0,1,999,12,1908,0,0,South Africa
1924,RSA,18,1,1,1,3,0.003424657534246575,0.010273972602739725,292,0,FRA,4.0,0,999,16,1908,0,0,South Africa
1928,RSA,23,1,0,2,3,0.003968253968253968,0.011904761904761904,252,0,NED,4.0,0,999,20,1908,0,0,South Africa
1932,RSA,15,2,0,3,5,0.007462686567164179,0.018656716417910446,268,0,USA,4.0,0,999,24,1908,0,0,South Africa
1936,RSA,25,0,1,0,1,0.0,0.0033112582781456954,302,0,GER,4.0,0,999,28,1908,0,0,South Africa
1948,RSA,18,2,1,1,4,0.00641025641025641,0.01282051282051282,312,0,GBR,12.0,1,999,40,1908,0,0,South Africa
1952,RSA,12,2,4,4,10,0.005917159763313609,0.029585798816568046,338,0,FIN,4.0,0,999,44,1908,0,0,South Africa
1956,RSA,33,0,0,4,4,0.0,0.011695906432748537,342,0,AUS,4.0,0,999,48,1908,0,0,South Africa
1960,RSA,28,0,1,2,3,0.0,0.008823529411764706,340,0,ITA,4.0,0,999,52,1908,0,0,South Africa
1992,RSA,41,0,2,0,2,0.0,0.0034904013961605585,573,0,ESP,32.0,0,999,84,1908,0,0,South Africa
1996,RSA,27,3,1,1,5,0.004966887417218543,0.008278145695364239,604,0,USA,4.0,0,999,88,1908,0,0,South Africa
2000,RSA,55,0,2,3,5,0.0,0.0074962518740629685,667,0,AUS,4.0,0,999,92,1908,0,0,South Africa
2004,RSA,43,1,3,2,6,0.0014947683109118087,0.008968609865470852,669,0,GRE,4.0,0,999,96,1908,0,0,South Africa
2008,RSA,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,4.0,0,999,100,1908,0,0,South Africa
2012,RSA,20,4,1,1,6,0.005970149253731343,0.008955223880597015,670,0,GBR,4.0,0,999,104,1908,0,0,South Africa
2016,RSA,29,2,6,2,10,0.002932551319648094,0.01466275659824047,682,0,BRA,4.0,0,999,108,1908,0,0,South Africa
2020,RSA,52,1,2,0,3,0.001314060446780552,0.003942181340341655,761,0,JPN,4.0,0,999,112,1908,0,0,South Africa
2024,RSA,44,1,3,2,6,0.0013550135501355014,0.008130081300813009,738,0,FRA,4.0,0,999,116,1908,0,0,South Africa
1908,RUS,12,1,2,0,3,0.003745318352059925,0.011235955056179775,267,0,GBR,0.0,0,999,0,1908,0,0,Russian Empire
1912,RUS,16,0,2,3,5,0.0,0.0211864406779661,236,0,SWE,4.0,0,999,4,1908,0,0,Russian Empire
1952,RUS,2,22,30,19,71,0.0650887573964497,0.21005917159763313,338,0,FIN,40.0,0,999,44,1908,0,0,Soviet Union
1956,RUS,1,37,29,32,98,0.10818713450292397,0.28654970760233917,342,0,AUS,4.0,0,999,48,1908,0,0,Soviet Union
1960,RUS,1,43,29,31,103,0.1264705882352941,0.3029411764705882,340,0,ITA,4.0,0,999,52,1908,0,0,Soviet Union
1964,RUS,2,30,31,35,96,0.08108108108108109,0.2594594594594595,370,0,JPN,4.0,0,999,56,1908,0,0,Soviet Union
1968,RUS,2,29,32,30,91,0.07512953367875648,0.23575129533678757,386,0,MEX,4.0,0,999,60,1908,0,0,Soviet Union
1972,RUS,1,50,27,22,99,0.11389521640091116,0.2255125284738041,439,0,GER,4.0,0,999,64,1908,0,0,Soviet Union
1976,RUS,1,49,41,35,125,0.11036036036036036,0.28153153153153154,444,0,CAN,4.0,0,999,68,1908,0,0,Soviet Union
1980,RUS,1,80,69,46,195,0.1762114537444934,0.42951541850220265,454,1,RUS,4.0,0,0,72,1908,0,0,Soviet Union
1988,RUS,1,55,31,46,132,0.10416666666666667,0.25,528,0,KOR,8.0,0,8,80,1908,0,0,Soviet Union
1992,RUS,1,45,38,29,112,0.07853403141361257,0.19546247818499127,573,0,ESP,4.0,0,12,84,1908,0,0,Unified Team
1996,RUS,2,26,21,16,63,0.04304635761589404,0.10430463576158941,604,0,USA,4.0,0,16,88,1908,0,0,Russia
2000,RUS,2,32,28,29,89,0.047976011994003,0.13343328335832083,667,0,AUS,4.0,0,20,92,1908,0,0,Russia
2004,RUS,3,28,26,36,90,0.04185351270553064,0.13452914798206278,669,0,GRE,4.0,0,24,96,1908,0,0,Russia
2008,RUS,3,24,13,23,60,0.03566121842496285,0.08915304606240713,673,0,CHN,4.0,0,28,100,1908,0,0,Russia
2012,RUS,4,18,21,26,65,0.026865671641791045,0.09701492537313433,670,0,GBR,4.0,0,32,104,1908,0,0,Russia
2016,RUS,4,19,17,20,56,0.02785923753665689,0.08211143695014662,682,0,BRA,4.0,0,36,108,1908,0,0,Russia
2008,SAM,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,0.0,0,999,0,2008,0,0,Samoa
1988,SEN,36,0,1,0,1,0.0,0.001893939393939394,528,0,KOR,0.0,0,999,0,1988,0,0,Senegal
1960,SGP,32,0,1,0,1,0.0,0.0029411764705882353,340,0,ITA,0.0,0,999,0,1960,0,0,Singapore
2008,SGP,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,48.0,0,999,48,1960,0,0,Singapore
2012,SGP,77,0,0,2,2,0.0,0.0029850746268656717,670,0,GBR,4.0,0,999,52,1960,0,0,Singapore
2016,SGP,54,1,0,0,1,0.001466275659824047,0.001466275659824047,682,0,BRA,4.0,0,999,56,1960,0,0,Singapore
2024,SGP,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,8.0,0,999,64,1960,0,0,Singapore
1992,SLO,52,0,0,2,2,0.0,0.0034904013961605585,573,0,ESP,0.0,0,999,0,1992,0,0,Slovenia
1996,SLO,55,0,2,0,2,0.0,0.0033112582781456954,604,0,USA,4.0,0,999,4,1992,0,0,Slovenia
2000,SLO,36,2,0,0,2,0.0029985007496251873,0.0029985007496251873,667,0,AUS,4.0,0,999,8,1992,0,0,Slovenia
2004,SLO,63,0,1,3,4,0.0,0.005979073243647235,669,0,GRE,4.0,0,999,12,1992,0,0,Slovenia
2008,SLO,39,1,2,2,5,0.0014858841010401188,0.007429420505200594,673,0,CHN,4.0,0,999,16,1992,0,0,Slovenia
2012,SLO,42,1,1,2,4,0.0014925373134328358,0.005970149253731343,670,0,GBR,4.0,0,999,20,1992,0,0,Slovenia
2016,SLO,45,1,2,1,4,0.001466275659824047,0.005865102639296188,682,0,BRA,4.0,0,999,24,1992,0,0,Slovenia
2020,SLO,31,3,1,1,5,0.003942181340341655,0.006570302233902759,761,0,JPN,4.0,0,999,28,1992,0,0,Slovenia
2024,SLO,34,2,1,0,3,0.0027100271002710027,0.0040650406504065045,738,0,FRA,4.0,0,999,32,1992,0,0,Slovenia
2020,SMR,72,0,1,2,3,0.0,0.003942181340341655,761,0,JPN,0.0,0,999,0,2020,0,0,San Marino
1924,SRB,14,2,0,0,2,0.00684931506849315,0.00684931506849315,292,0,FRA,0.0,0,999,0,1924,0,0,Yugoslavia
1928,SRB,21,1,1,3,5,0.003968253968253968,0.01984126984126984,252,0,NED,4.0,0,999,4,1924,0,0,Yugoslavia
1936,SRB,25,0,1,0,1,0.0,0.0033112582781456954,302,0,GER,8.0,0,999,12,1924,0,0,Yugoslavia
1948,SRB,24,0,2,0,2,0.0,0.00641025641025641,312,0,GBR,12.0,1,999,24,1924,0,0,Yugoslavia
1952,SRB,21,1,2,0,3,0.0029585798816568047,0.008875739644970414,338,0,FIN,4.0,0,999,28,1924,0,0,Yugoslavia
1956,SRB,26,0,3,0,3,0.0,0.008771929824561403,342,0,AUS,4.0,0,999,32,1924,0,0,Yugoslavia
1960,SRB,18,1,1,0,2,0.0029411764705882353,0.0058823529411764705,340,0,ITA,4.0,0,999,36,1924,0,0,Yugoslavia
1964,SRB,19,2,1,2,5,0.005405405405405406,0.013513513513513514,370,0,JPN,4.0,0,999,40,1924,0,0,Yugoslavia
1968,SRB,16,3,3,2,8,0.007772020725388601,0.02072538860103627,386,0,MEX,4.0,0,999,44,1924,0,0,Yugoslavia
1972,SRB,20,2,1,2,5,0.004555808656036446,0.011389521640091117,439,0,GER,4.0,0,999,48,1924,0,0,Yugoslavia
1976,SRB,16,2,3,3,8,0.0045045045045045045,0.018018018018018018,444,0,CAN,4.0,0,999,52,1924,0,0,Yugoslavia
1980,SRB,14,2,3,4,9,0.004405286343612335,0.019823788546255508,454,0,RUS,4.0,0,999,56,1924,0,0,Yugoslavia
1984,SRB,9,7,4,7,18,0.014227642276422764,0.036585365853658534,492,0,USA,4.0,0,999,60,1924,0,0,Yugoslavia
1988,SRB,16,3,4,5,12,0.005681818181818182,0.022727272727272728,528,0,KOR,4.0,0,999,64,1924,0,0,Yugoslavia
2004,SRB,61,0,2,0,2,0.0,0.0029895366218236174,669,0,GRE,16.0,0,999,80,1924,0,0,Serbia and Montenegro
2008,SRB,64,0,1,2,3,0.0,0.004457652303120356,673,0,CHN,4.0,0,999,84,1924,0,0,Serbia
2012,SRB,42,1,1,2,4,0.0014925373134328358,0.005970149253731343,670,0,GBR,4.0,0,999,88,1924,0,0,Serbia
2016,SRB,32,2,4,2,8,0.002932551319648094,0.011730205278592375,682,0,BRA,4.0,0,999,92,1924,0,0,Serbia
2020,SRB,28,3,1,5,9,0.003942181340341655,0.011826544021024968,761,0,JPN,4.0,0,999,96,1924,0,0,Serbia
2024,SRB,27,3,1,1,5,0.0040650406504065045,0.006775067750677507,738,0,FRA,4.0,0,999,100,1924,0,0,Serbia
1948,SRI,28,0,1,0,1,0.0,0.003205128205128205,312,0,GBR,0.0,1,999,0,1948,0,0,Ceylon
2000,SRI,64,0,1,0,1,0.0,0.0014992503748125937,667,0,AUS,52.0,0,999,52,1948,0,0,Sri Lanka
2008,SUD,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,0.0,0,999,0,2008,0,0,Sudan
1896,SUI,10,1,2,0,3,0.009345794392523364,0.028037383177570093,107,0,GRE,0.0,0,999,0,1896,0,0,Switzerland
1900,SUI,6,6,2,1,9,0.025423728813559324,0.038135593220338986,236,0,FRA,4.0,0,999,4,1896,0,0,Switzerland
1904,SUI,10,1,0,2,3,0.004464285714285714,0.013392857142857142,224,0,USA,4.0,0,999,8,1896,0,0,Switzerland
1920,SUI,13,2,2,7,11,0.005509641873278237,0.030303030303030304,363,0,BEL,16.0,1,999,24,1896,0,0,Switzerland
1924,SUI,6,7,8,10,25,0.023972602739726026,0.08561643835616438,292,0,FRA,4.0,0,999,28,1896,0,0,Switzerland
1928,SUI,6,7,4,4,15,0.027777777777777776,0.05952380952380952,252,0,NED,4.0,0,999,32,1896,0,0,Switzerland
1932,SUI,22,0,1,0,1,0.0,0.0037313432835820895,268,0,USA,4.0,0,999,36,1896,0,0,Switzerland
1936,SUI,11,4,9,5,18,0.013245033112582781,0.059602649006622516,302,0,GER,4.0,0,999,40,1896,0,0,Switzerland
1948,SUI,9,5,10,5,20,0.016025641025641024,0.0641025641025641,312,0,GBR,12.0,1,999,52,1896,0,0,Switzerland
1952,SUI,11,2,6,6,14,0.005917159763313609,0.04142011834319527,338,0,FIN,4.0,0,999,56,1896,0,0,Switzerland
1956,SUI,35,0,0,1,1,0.0,0.0029239766081871343,342,0,AUS,4.0,0,999,60,1896,0,0,Switzerland
1960,SUI,24,0,3,3,6,0.0,0.01764705882352941,340,0,ITA,4.0,0,999,64,1896,0,0,Switzerland
1964,SUI,22,1,2,1,4,0.002702702702702703,0.010810810810810811,370,0,JPN,4.0,0,999,68,1896,0,0,Switzerland
1968,SUI,33,0,1,4,5,0.0,0.012953367875647668,386,0,MEX,4.0,0,999,72,1896,0,0,Switzerland
1972,SUI,26,0,3,0,3,0.0,0.00683371298405467,439,0,GER,4.0,0,999,76,1896,0,0,Switzerland
1976,SUI,20,1,1,2,4,0.0022522522522522522,0.009009009009009009,444,0,CAN,4.0,0,999,80,1896,0,0,Switzerland
1980,SUI,19,2,0,0,2,0.004405286343612335,0.004405286343612335,454,0,RUS,4.0,0,999,84,1896,0,0,Switzerland
1984,SUI,26,0,4,4,8,0.0,0.016260162601626018,492,0,USA,4.0,0,999,88,1896,0,0,Switzerland
1988,SUI,33,0,2,2,4,0.0,0.007575757575757576,528,0,KOR,4.0,0,999,92,1896,0,0,Switzerland
1992,SUI,37,1,0,0,1,0.0017452006980802793,0.0017452006980802793,573,0,ESP,4.0,0,999,96,1896,0,0,Switzerland
1996,SUI,18,4,3,0,7,0.006622516556291391,0.011589403973509934,604,0,USA,4.0,0,999,100,1896,0,0,Switzerland
2000,SUI,37,1,6,2,9,0.0014992503748125937,0.013493253373313344,667,0,AUS,4.0,0,999,104,1896,0,0,Switzerland
2004,SUI,46,1,1,3,5,0.0014947683109118087,0.007473841554559043,669,0,GRE,4.0,0,999,108,1896,0,0,Switzerland
2008,SUI,34,2,1,4,7,0.0029717682020802376,0.010401188707280832,673,0,CHN,4.0,0,999,112,1896,0,0,Switzerland
2012,SUI,33,2,2,0,4,0.0029850746268656717,0.005970149253731343,670,0,GBR,4.0,0,999,116,1896,0,0,Switzerland
2016,SUI,23,3,2,2,7,0.004398826979472141,0.010263929618768328,682,0,BRA,4.0,0,999,120,1896,0,0,Switzerland
2020,SUI,24,3,4,6,13,0.003942181340341655,0.017082785808147174,761,0,JPN,4.0,0,999,124,1896,0,0,Switzerland
2024,SUI,48,1,2,5,8,0.0013550135501355014,0.01084010840108401,738,0,FRA,4.0,0,999,128,1896,0,0,Switzerland
1988,SUR,29,1,0,0,1,0.001893939393939394,0.001893939393939394,528,0,KOR,0.0,0,999,0,1988,0,0,Suriname
1992,SUR,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,999,4,1988,0,0,Suriname
1996,SVK,43,1,1,1,3,0.0016556291390728477,0.004966887417218543,604,0,USA,0.0,0,999,0,1996,0,0,Slovakia
2000,SVK,39,1,3,1,5,0.0014992503748125937,0.0074962518740629685,667,0,AUS,4.0,0,999,4,1996,0,0,Slovakia
2004,SVK,29,2,2,2,6,0.0029895366218236174,0.008968609865470852,669,0,GRE,4.0,0,999,8,1996,0,0,Slovakia
2008,SVK,26,3,3,0,6,0.004457652303120356,0.008915304606240713,673,0,CHN,4.0,0,999,12,1996,0,0,Slovakia
2012,SVK,63,0,1,3,4,0.0,0.005970149253731343,670,0,GBR,4.0,0,999,16,1996,0,0,Slovakia
2016,SVK,37,2,2,0,4,0.002932551319648094,0.005865102639296188,682,0,BRA,4.0,0,999,20,1996,0,0,Slovakia
2020,SVK,50,1,2,1,4,0.001314060446780552,0.005256241787122208,761,0,JPN,4.0,0,999,24,1996,0,0,Slovakia
2024,SVK,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,4.0,0,999,28,1996,0,0,Slovakia
1900,SWE,21,0,0,1,1,0.0,0.00423728813559322,236,0,FRA,0.0,0,999,0,1900,0,0,Sweden
1908,SWE,3,8,6,11,25,0.0299625468164794,0.09363295880149813,267,0,GBR,8.0,0,999,8,1900,0,0,Sweden
1912,SWE,2,23,25,17,65,0.09745762711864407,0.2754237288135593,236,1,SWE,4.0,0,0,12,1900,0,0,Sweden
1920,SWE,2,19,20,25,64,0.05234159779614325,0.1763085399449036,363,0,BEL,8.0,1,8,20,1900,0,0,Sweden
1924,SWE,8,4,13,12,29,0.0136986301369863,0.09931506849315068,292,0,FRA,4.0,0,12,24,1900,0,0,Sweden
1928,SWE,4,7,6,12,25,0.027777777777777776,0.0992063492063492,252,0,NED,4.0,0,16,28,1900,0,0,Sweden
1932,SWE,4,10,5,9,24,0.03731343283582089,0.08955223880597014,268,0,USA,4.0,0,20,32,1900,0,0,Sweden
1936,SWE,7,6,5,10,21,0.019867549668874173,0.0695364238410596,302,0,GER,4.0,0,24,36,1900,0,0,Sweden
1948,SWE,2,16,11,17,44,0.05128205128205128,0.14102564102564102,312,0,GBR,12.0,1,36,48,1900,0,0,Sweden
1952,SWE,4,12,13,10,35,0.03550295857988166,0.10355029585798817,338,0,FIN,4.0,0,40,52,1900,0,0,Sweden
1956,SWE,6,8,5,6,19,0.023391812865497075,0.05555555555555555,342,0,AUS,4.0,0,44,56,1900,0,0,Sweden
1960,SWE,16,1,2,3,6,0.0029411764705882353,0.01764705882352941,340,0,ITA,4.0,0,48,60,1900,0,0,Sweden
1964,SWE,17,2,2,4,8,0.005405405405405406,0.021621621621621623,370,0,JPN,4.0,0,52,64,1900,0,0,Sweden
1968,SWE,20,2,1,1,4,0.0051813471502590676,0.010362694300518135,386,0,MEX,4.0,0,56,68,1900,0,0,Sweden
1972,SWE,11,4,6,6,16,0.009111617312072893,0.03644646924829157,439,0,GER,4.0,0,60,72,1900,0,0,Sweden
1976,SWE,12,4,1,0,5,0.009009009009009009,0.01126126126126126,444,0,CAN,4.0,0,64,76,1900,0,0,Sweden
1980,SWE,11,3,3,6,12,0.006607929515418502,0.02643171806167401,454,0,RUS,4.0,0,68,80,1900,0,0,Sweden
1984,SWE,16,2,11,6,19,0.0040650406504065045,0.03861788617886179,492,0,USA,4.0,0,72,84,1900,0,0,Sweden
1988,SWE,32,0,4,7,11,0.0,0.020833333333333332,528,0,KOR,4.0,0,76,88,1900,0,0,Sweden
1992,SWE,27,1,7,4,12,0.0017452006980802793,0.020942408376963352,573,0,ESP,4.0,0,80,92,1900,0,0,Sweden
1996,SWE,29,2,4,2,8,0.0033112582781456954,0.013245033112582781,604,0,USA,4.0,0,84,96,1900,0,0,Sweden
2000,SWE,18,4,5,3,12,0.005997001499250375,0.017991004497751123,667,0,AUS,4.0,0,88,100,1900,0,0,Sweden
2004,SWE,19,4,2,1,7,0.005979073243647235,0.01046337817638266,669,0,GRE,4.0,0,92,104,1900,0,0,Sweden
2008,SWE,56,0,4,1,5,0.0,0.007429420505200594,673,0,CHN,4.0,0,96,108,1900,0,0,Sweden
2012,SWE,37,1,4,3,8,0.0014925373134328358,0.011940298507462687,670,0,GBR,4.0,0,100,112,1900,0,0,Sweden
2016,SWE,28,2,6,3,11,0.002932551319648094,0.016129032258064516,682,0,BRA,4.0,0,104,116,1900,0,0,Sweden
2020,SWE,23,3,6,0,9,0.003942181340341655,0.011826544021024968,761,0,JPN,4.0,0,108,120,1900,0,0,Sweden
2024,SWE,16,4,4,3,11,0.005420054200542005,0.014905149051490514,738,0,FRA,4.0,0,112,124,1900,0,0,Sweden
1984,SYR,33,0,1,0,1,0.0,0.0020325203252032522,492,0,USA,0.0,0,999,0,1984,0,0,Syria
1996,SYR,49,1,0,0,1,0.0016556291390728477,0.0016556291390728477,604,0,USA,12.0,0,999,12,1984,0,0,Syria
2004,SYR,71,0,0,1,1,0.0,0.0014947683109118087,669,0,GRE,8.0,0,999,20,1984,0,0,Syria
2020,SYR,86,0,0,1,1,0.0,0.001314060446780552,761,0,JPN,16.0,0,999,36,1984,0,0,Syria
1980,TAN,28,0,2,0,2,0.0,0.004405286343612335,454,0,RUS,0.0,0,999,0,1980,0,0,Tanzania
1996,TGA,61,0,1,0,1,0.0,0.0016556291390728477,604,0,USA,0.0,0,999,0,1996,0,0,Tonga
1976,THA,37,0,0,1,1,0.0,0.0022522522522522522,444,0,CAN,0.0,0,999,0,1976,0,0,Thailand
1984,THA,33,0,1,0,1,0.0,0.0020325203252032522,492,0,USA,8.0,0,999,8,1976,0,0,Thailand
1988,THA,46,0,0,1,1,0.0,0.001893939393939394,528,0,KOR,4.0,0,999,12,1976,0,0,Thailand
1992,THA,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,4.0,0,999,16,1976,0,0,Thailand
1996,THA,47,1,0,1,2,0.0016556291390728477,0.0033112582781456954,604,0,USA,4.0,0,999,20,1976,0,0,Thailand
2000,THA,47,1,0,2,3,0.0014992503748125937,0.004497751124437781,667,0,AUS,4.0,0,999,24,1976,0,0,Thailand
2004,THA,25,3,1,4,8,0.004484304932735426,0.01195814648729447,669,0,GRE,4.0,0,999,28,1976,0,0,Thailand
2008,THA,31,2,2,2,6,0.0029717682020802376,0.008915304606240713,673,0,CHN,4.0,0,999,32,1976,0,0,Thailand
2012,THA,59,0,2,2,4,0.0,0.005970149253731343,670,0,GBR,4.0,0,999,36,1976,0,0,Thailand
2016,THA,35,2,2,2,6,0.002932551319648094,0.008797653958944282,682,0,BRA,4.0,0,999,40,1976,0,0,Thailand
2020,THA,59,1,0,1,2,0.001314060446780552,0.002628120893561104,761,0,JPN,4.0,0,999,44,1976,0,0,Thailand
2024,THA,44,1,3,2,6,0.0013550135501355014,0.008130081300813009,738,0,FRA,4.0,0,999,48,1976,0,0,Thailand
2008,TJK,68,0,1,1,2,0.0,0.0029717682020802376,673,0,CHN,0.0,0,999,0,2008,1,17,Tajikistan
2012,TJK,79,0,0,1,1,0.0,0.0014925373134328358,670,0,GBR,4.0,0,999,4,2008,1,21,Tajikistan
2016,TJK,54,1,0,0,1,0.001466275659824047,0.001466275659824047,682,0,BRA,4.0,0,999,8,2008,1,25,Tajikistan
2024,TJK,79,0,0,3,3,0.0,0.0040650406504065045,738,0,FRA,8.0,0,999,16,2008,1,33,Tajikistan
2020,TKM,77,0,1,0,1,0.0,0.001314060446780552,761,0,JPN,0.0,0,999,0,2020,1,29,Turkmenistan
2008,TOG,82,0,0,1,1,0.0,0.0014858841010401188,673,0,CHN,0.0,0,999,0,2008,0,0,Togo
1984,TPE,43,0,0,1,1,0.0,0.0020325203252032522,492,0,USA,0.0,0,999,0,1984,0,0,Chinese Taipei
1992,TPE,49,0,1,0,1,0.0,0.0017452006980802793,573,0,ESP,8.0,0,999,8,1984,0,0,Chinese Taipei
1996,TPE,61,0,1,0,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,12,1984,0,0,Chinese Taipei
2000,TPE,58,0,1,4,5,0.0,0.0074962518740629685,667,0,AUS,4.0,0,999,16,1984,0,0,Chinese Taipei
2004,TPE,31,2,2,1,5,0.0029895366218236174,0.007473841554559043,669,0,GRE,4.0,0,999,20,1984,0,0,Chinese Taipei
2008,TPE,44,1,1,2,4,0.0014858841010401188,0.005943536404160475,673,0,CHN,4.0,0,999,24,1984,0,0,Chinese Taipei
2012,TPE,48,1,0,1,2,0.0014925373134328358,0.0029850746268656717,670,0,GBR,4.0,0,999,28,1984,0,0,Chinese Taipei
2016,TPE,50,1,0,2,3,0.001466275659824047,0.004398826979472141,682,0,BRA,4.0,0,999,32,1984,0,0,Chinese Taipei
2020,TPE,34,2,4,6,12,0.002628120893561104,0.01576872536136662,761,0,JPN,4.0,0,999,36,1984,0,0,Chinese Taipei
2024,TPE,35,2,0,5,7,0.0027100271002710027,0.009485094850948509,738,0,FRA,4.0,0,999,40,1984,0,0,Chinese Taipei
